protocol,flow_duration,total_forward_packets,total_backward_packets,total_forward_packets_length,total_backward_packets_length,forward_packet_length_mean,backward_packet_length_mean,forward_packets_per_second,backward_packets_per_second,forward_iat_mean,backward_iat_mean,flow_iat_mean,flow_packets_per_seconds,flow_bytes_per_seconds,label
17,249,2,0,864,0,432,0,8032.128514,0,249,0,249,8032.128514,3469879.518,DrDoS_DNS
17,1030,4,0,2124,0,531,0,3883.495146,0,343.3333333,0,343.3333333,3883.495146,2062135.922,DrDoS_DNS
17,23656,194,0,84928,0,437.7731959,0,8200.87927,0,122.5699482,0,122.5699482,8200.87927,3590125.127,DrDoS_DNS
17,26649,200,0,88000,0,440,0,7504.972044,0,133.9145729,0,133.9145729,7504.972044,3302187.699,DrDoS_DNS
17,29816,170,0,74800,0,440,0,5701.636705,0,176.4260355,0,176.4260355,5701.636705,2508720.15,DrDoS_DNS
17,45,2,0,2192,0,1096,0,44444.44444,0,45,0,45,44444.44444,48711111.11,DrDoS_DNS
17,46,2,0,2172,0,1086,0,43478.26087,0,46,0,46,43478.26087,47217391.3,DrDoS_DNS
17,216992,200,0,88000,0,440,0,921.6929656,0,1090.41206,0,1090.41206,921.6929656,405544.9049,DrDoS_DNS
17,46,2,0,1586,0,793,0,43478.26087,0,46,0,46,43478.26087,34478260.87,DrDoS_DNS
17,20727,2,2,64,96,32,48,96.49249771,96.49249771,2,3,6909,192.9849954,7719.399817,DrDoS_DNS
17,46475,2,2,86,142,43,71,43.03388919,43.03388919,2,1,15491.66667,86.06777838,4905.863367,DrDoS_DNS
17,63102,158,0,69232,0,438.1772152,0,2503.882603,0,401.9235669,0,401.9235669,2503.882603,1097144.306,DrDoS_DNS
17,30923,178,0,77888,0,437.5730337,0,5756.233224,0,174.7062147,0,174.7062147,5756.233224,2518772.435,DrDoS_DNS
17,158845,200,0,88000,0,440,0,1259.089049,0,798.2160804,0,798.2160804,1259.089049,553999.1816,DrDoS_DNS
17,71560,200,0,88000,0,440,0,2794.857462,0,359.5979899,0,359.5979899,2794.857462,1229737.283,DrDoS_DNS
17,80,2,0,610,0,305,0,25000,0,80,0,80,25000,7625000,DrDoS_DNS
17,230,2,0,842,0,421,0,8695.652174,0,230,0,230,8695.652174,3660869.565,DrDoS_DNS
17,21647,200,0,88000,0,440,0,9239.155541,0,108.7788945,0,108.7788945,9239.155541,4065228.438,DrDoS_DNS
17,44,2,0,474,0,237,0,45454.54545,0,44,0,44,45454.54545,10772727.27,DrDoS_DNS
17,85355,200,0,88000,0,440,0,2343.155058,0,428.919598,0,428.919598,2343.155058,1030988.226,DrDoS_DNS
17,63446,150,0,65424,0,436.16,0,2364.215238,0,425.8120805,0,425.8120805,2364.215238,1031176.118,DrDoS_DNS
17,1,2,0,2900,0,1450,0,2000000,0,1,0,1,2000000,2900000000,DrDoS_DNS
17,238,2,0,698,0,349,0,8403.361345,0,238,0,238,8403.361345,2932773.109,DrDoS_DNS
17,231,2,0,340,0,170,0,8658.008658,0,231,0,231,8658.008658,1471861.472,DrDoS_DNS
17,46,2,0,2064,0,1032,0,43478.26087,0,46,0,46,43478.26087,44869565.22,DrDoS_DNS
17,44,2,0,1252,0,626,0,45454.54545,0,44,0,44,45454.54545,28454545.45,DrDoS_DNS
17,33159,200,0,87280,0,436.4,0,6031.54498,0,166.6281407,0,166.6281407,6031.54498,2632166.229,DrDoS_DNS
17,29,2,0,2390,0,1195,0,68965.51724,0,29,0,29,68965.51724,82413793.1,DrDoS_DNS
17,23868,150,0,65424,0,436.16,0,6284.565108,0,160.1879195,0,160.1879195,6284.565108,2741075.918,DrDoS_DNS
17,1252,8,0,11776,0,1472,0,6389.776358,0,178.8571429,0,178.8571429,6389.776358,9405750.799,DrDoS_DNS
17,5,2,0,2848,0,1424,0,400000,0,5,0,5,400000,569600000,DrDoS_DNS
17,243,2,0,2390,0,1195,0,8230.452675,0,243,0,243,8230.452675,9835390.947,DrDoS_DNS
17,275,2,0,2864,0,1432,0,7272.727273,0,275,0,275,7272.727273,10414545.45,DrDoS_DNS
17,5,2,0,1112,0,556,0,400000,0,5,0,5,400000,222400000,DrDoS_DNS
17,46,2,0,2212,0,1106,0,43478.26087,0,46,0,46,43478.26087,48086956.52,DrDoS_DNS
17,68057,178,0,77888,0,437.5730337,0,2615.454692,0,384.5028249,0,384.5028249,2615.454692,1144452.444,DrDoS_DNS
17,36,2,0,70,0,35,0,55555.55556,0,36,0,36,55555.55556,1944444.444,DrDoS_DNS
17,62839,200,0,88000,0,440,0,3182.736835,0,315.7738693,0,315.7738693,3182.736835,1400404.208,DrDoS_DNS
17,33909,200,0,88000,0,440,0,5898.139137,0,170.3969849,0,170.3969849,5898.139137,2595181.22,DrDoS_DNS
17,1,2,0,72,0,36,0,2000000,0,1,0,1,2000000,72000000,DrDoS_DNS
17,31028,174,0,76272,0,438.3448276,0,5607.838082,0,179.3526012,0,179.3526012,5607.838082,2458166.817,DrDoS_DNS
17,46,2,0,1200,0,600,0,43478.26087,0,46,0,46,43478.26087,26086956.52,DrDoS_DNS
17,211,2,0,1774,0,887,0,9478.672986,0,211,0,211,9478.672986,8407582.938,DrDoS_DNS
17,307877,200,0,88000,0,440,0,649.6100716,0,1547.120603,0,1547.120603,649.6100716,285828.4315,DrDoS_DNS
17,47,2,0,1008,0,504,0,42553.19149,0,47,0,47,42553.19149,21446808.51,DrDoS_DNS
17,313544,200,0,88000,0,440,0,637.8690072,0,1575.59799,0,1575.59799,637.8690072,280662.3632,DrDoS_DNS
17,47,2,0,2650,0,1325,0,42553.19149,0,47,0,47,42553.19149,56382978.72,DrDoS_DNS
17,26372,200,0,88000,0,440,0,7583.801001,0,132.5226131,0,132.5226131,7583.801001,3336872.44,DrDoS_DNS
17,245,2,0,2864,0,1432,0,8163.265306,0,245,0,245,8163.265306,11689795.92,DrDoS_DNS
17,47,2,0,2688,0,1344,0,42553.19149,0,47,0,47,42553.19149,57191489.36,DrDoS_DNS
17,1,2,0,2342,0,1171,0,2000000,0,1,0,1,2000000,2342000000,DrDoS_DNS
17,11087,4,0,5856,0,1464,0,360.7828989,0,3695.666667,0,3695.666667,360.7828989,528186.164,DrDoS_DNS
17,14,2,0,1260,0,630,0,142857.1429,0,14,0,14,142857.1429,90000000,DrDoS_DNS
17,195,2,0,2848,0,1424,0,10256.41026,0,195,0,195,10256.41026,14605128.21,DrDoS_DNS
17,45,2,0,736,0,368,0,44444.44444,0,45,0,45,44444.44444,16355555.56,DrDoS_DNS
17,225256,200,0,88000,0,440,0,887.8786803,0,1131.939698,0,1131.939698,887.8786803,390666.6193,DrDoS_DNS
17,46,2,0,1240,0,620,0,43478.26087,0,46,0,46,43478.26087,26956521.74,DrDoS_DNS
17,3,2,0,1230,0,615,0,666666.6667,0,3,0,3,666666.6667,410000000,DrDoS_DNS
17,1082,4,0,5856,0,1464,0,3696.857671,0,360.6666667,0,360.6666667,3696.857671,5412199.63,DrDoS_DNS
17,9,2,0,724,0,362,0,222222.2222,0,9,0,9,222222.2222,80444444.44,DrDoS_DNS
17,15,2,0,806,0,403,0,133333.3333,0,15,0,15,133333.3333,53733333.33,DrDoS_DNS
17,228711,194,0,84928,0,437.7731959,0,848.2320483,0,1185.031088,0,1185.031088,848.2320483,371333.2546,DrDoS_DNS
17,32448,200,0,87280,0,436.4,0,6163.708087,0,163.0552764,0,163.0552764,6163.708087,2689842.209,DrDoS_DNS
17,10878,200,0,88000,0,440,0,18385.73267,0,54.66331658,0,54.66331658,18385.73267,8089722.375,DrDoS_DNS
17,6,2,0,1084,0,542,0,333333.3333,0,6,0,6,333333.3333,180666666.7,DrDoS_DNS
17,48,2,0,1806,0,903,0,41666.66667,0,48,0,48,41666.66667,37625000,DrDoS_DNS
17,33696,200,0,87280,0,436.4,0,5935.422602,0,169.3266332,0,169.3266332,5935.422602,2590218.424,DrDoS_DNS
17,21708,194,0,84928,0,437.7731959,0,8936.797494,0,112.4766839,0,112.4766839,8936.797494,3912290.4,DrDoS_DNS
17,246,2,0,2736,0,1368,0,8130.081301,0,246,0,246,8130.081301,11121951.22,DrDoS_DNS
17,16,2,0,52,0,26,0,125000,0,16,0,16,125000,3250000,DrDoS_DNS
17,46897,2,2,90,122,45,61,42.64665117,42.64665117,3,3,15632.33333,85.29330234,4520.545024,DrDoS_DNS
17,46590,2,2,76,154,38,77,42.92766688,42.92766688,2,1,15530,85.85533376,4936.681691,DrDoS_DNS
17,15392,200,0,88000,0,440,0,12993.76299,0,77.34673367,0,77.34673367,12993.76299,5717255.717,DrDoS_DNS
17,1294,4,0,5792,0,1448,0,3091.190108,0,431.3333333,0,431.3333333,3091.190108,4476043.277,DrDoS_DNS
17,267,2,0,78,0,39,0,7490.636704,0,267,0,267,7490.636704,292134.8315,DrDoS_DNS
17,250,2,0,2656,0,1328,0,8000,0,250,0,250,8000,10624000,DrDoS_DNS
17,38709,200,0,88000,0,440,0,5166.757085,0,194.5175879,0,194.5175879,5166.757085,2273373.117,DrDoS_DNS
17,38,2,0,2896,0,1448,0,52631.57895,0,38,0,38,52631.57895,76210526.32,DrDoS_DNS
17,30928,200,0,88000,0,440,0,6466.632178,0,155.4170854,0,155.4170854,6466.632178,2845318.158,DrDoS_DNS
17,258707,150,0,65424,0,436.16,0,579.8064992,0,1736.288591,0,1736.288591,579.8064992,252888.4027,DrDoS_DNS
17,563176,4,0,2982,0,745.5,0,7.102575394,0,187725.3333,0,187725.3333,7.102575394,5294.969956,DrDoS_DNS
17,43,2,0,172,0,86,0,46511.62791,0,43,0,43,46511.62791,4000000,DrDoS_DNS
17,44,2,0,1312,0,656,0,45454.54545,0,44,0,44,45454.54545,29818181.82,DrDoS_DNS
17,45,2,0,1488,0,744,0,44444.44444,0,45,0,45,44444.44444,33066666.67,DrDoS_DNS
17,33984,200,0,88000,0,440,0,5885.122411,0,170.7738693,0,170.7738693,5885.122411,2589453.861,DrDoS_DNS
17,51,2,0,662,0,331,0,39215.68627,0,51,0,51,39215.68627,12980392.16,DrDoS_DNS
17,36338,200,0,87280,0,436.4,0,5503.880236,0,182.6030151,0,182.6030151,5503.880236,2401893.335,DrDoS_DNS
17,48,2,0,2308,0,1154,0,41666.66667,0,48,0,48,41666.66667,48083333.33,DrDoS_DNS
17,92,2,0,2896,0,1448,0,21739.13043,0,92,0,92,21739.13043,31478260.87,DrDoS_DNS
17,267,2,0,2864,0,1432,0,7490.636704,0,267,0,267,7490.636704,10726591.76,DrDoS_DNS
17,972205,4,0,4724,0,1181,0,4.114358597,0,324068.3333,0,324068.3333,4.114358597,4859.057503,DrDoS_DNS
17,703,4,0,5888,0,1472,0,5689.900427,0,234.3333333,0,234.3333333,5689.900427,8375533.428,DrDoS_DNS
17,195,2,0,70,0,35,0,10256.41026,0,195,0,195,10256.41026,358974.359,DrDoS_DNS
17,20219,200,0,88000,0,440,0,9891.686038,0,101.6030151,0,101.6030151,9891.686038,4352341.857,DrDoS_DNS
17,32748,200,0,88000,0,440,0,6107.24319,0,164.5628141,0,164.5628141,6107.24319,2687187.004,DrDoS_DNS
17,35695,200,0,88000,0,440,0,5603.025634,0,179.3718593,0,179.3718593,5603.025634,2465331.279,DrDoS_DNS
17,242,2,0,294,0,147,0,8264.46281,0,242,0,242,8264.46281,1214876.033,DrDoS_DNS
17,17730,200,0,88000,0,440,0,11280.31585,0,89.09547739,0,89.09547739,11280.31585,4963338.973,DrDoS_DNS
17,46,2,0,2470,0,1235,0,43478.26087,0,46,0,46,43478.26087,53695652.17,DrDoS_DNS
17,1,2,0,2408,0,1204,0,2000000,0,1,0,1,2000000,2408000000,DrDoS_DNS
17,265954,200,0,87280,0,436.4,0,752.009746,0,1336.452261,0,1336.452261,752.009746,328177.0532,DrDoS_DNS
17,223338,200,0,88000,0,440,0,895.503676,0,1122.301508,0,1122.301508,895.503676,394021.6175,DrDoS_DNS
17,39071,200,0,88000,0,440,0,5118.88613,0,196.3366834,0,196.3366834,5118.88613,2252309.897,DrDoS_DNS
17,50,2,0,2546,0,1273,0,40000,0,50,0,50,40000,50920000,DrDoS_DNS
17,62532,174,0,76272,0,438.3448276,0,2782.575321,0,361.4566474,0,361.4566474,2782.575321,1219727.5,DrDoS_DNS
17,3264,4,0,5888,0,1472,0,1225.490196,0,1088,0,1088,1225.490196,1803921.569,DrDoS_DNS
17,5,2,0,2544,0,1272,0,400000,0,5,0,5,400000,508800000,DrDoS_DNS
17,9,2,0,2864,0,1432,0,222222.2222,0,9,0,9,222222.2222,318222222.2,DrDoS_DNS
17,6,2,0,1760,0,880,0,333333.3333,0,6,0,6,333333.3333,293333333.3,DrDoS_DNS
17,44,2,0,62,0,31,0,45454.54545,0,44,0,44,45454.54545,1409090.909,DrDoS_DNS
17,415940,6,0,4416,0,736,0,14.42515747,0,83188,0,83188,14.42515747,10616.9159,DrDoS_DNS
17,20696,2,2,100,156,50,78,96.63703131,96.63703131,2,3,6898.666667,193.2740626,12369.54001,DrDoS_DNS
17,48,2,0,768,0,384,0,41666.66667,0,48,0,48,41666.66667,16000000,DrDoS_DNS
17,2,2,0,1876,0,938,0,1000000,0,2,0,2,1000000,938000000,DrDoS_DNS
17,197,2,0,348,0,174,0,10152.28426,0,197,0,197,10152.28426,1766497.462,DrDoS_DNS
17,47,2,0,170,0,85,0,42553.19149,0,47,0,47,42553.19149,3617021.277,DrDoS_DNS
17,17780,200,0,88000,0,440,0,11248.59393,0,89.34673367,0,89.34673367,11248.59393,4949381.327,DrDoS_DNS
17,8,2,0,2656,0,1328,0,250000,0,8,0,8,250000,332000000,DrDoS_DNS
17,129102,200,0,88000,0,440,0,1549.162678,0,648.7537688,0,648.7537688,1549.162678,681631.5781,DrDoS_DNS
17,38370,200,0,88000,0,440,0,5212.405525,0,192.8140704,0,192.8140704,5212.405525,2293458.431,DrDoS_DNS
17,10,2,0,84,0,42,0,200000,0,10,0,10,200000,8400000,DrDoS_DNS
17,32216,200,0,88000,0,440,0,6208.095356,0,161.8894472,0,161.8894472,6208.095356,2731561.957,DrDoS_DNS
17,238,2,0,1008,0,504,0,8403.361345,0,238,0,238,8403.361345,4235294.118,DrDoS_DNS
17,69377,14,0,6160,0,440,0,201.7959843,0,5336.692308,0,5336.692308,201.7959843,88790.23307,DrDoS_DNS
17,19352,8,0,11776,0,1472,0,413.3939644,0,2764.571429,0,2764.571429,413.3939644,608515.9157,DrDoS_DNS
17,72,2,0,2656,0,1328,0,27777.77778,0,72,0,72,27777.77778,36888888.89,DrDoS_DNS
17,92816,174,0,76272,0,438.3448276,0,1874.67678,0,536.5086705,0,536.5086705,1874.67678,821754.8699,DrDoS_DNS
17,29327,200,0,88000,0,440,0,6819.654244,0,147.3718593,0,147.3718593,6819.654244,3000647.867,DrDoS_DNS
17,47,2,0,2812,0,1406,0,42553.19149,0,47,0,47,42553.19149,59829787.23,DrDoS_DNS
17,46662,2,2,88,120,44,60,42.861429,42.861429,2,3,15554,85.722858,4457.588616,DrDoS_DNS
17,19754,200,0,88000,0,440,0,10124.53174,0,99.26633166,0,99.26633166,10124.53174,4454793.966,DrDoS_DNS
17,20996,200,0,88000,0,440,0,9525.623928,0,105.5075377,0,105.5075377,9525.623928,4191274.528,DrDoS_DNS
17,258006,200,0,88000,0,440,0,775.1757711,0,1296.512563,0,1296.512563,775.1757711,341077.3393,DrDoS_DNS
17,28976,158,0,69232,0,438.1772152,0,5452.788515,0,184.5605096,0,184.5605096,5452.788515,2389287.686,DrDoS_DNS
17,3,2,0,486,0,243,0,666666.6667,0,3,0,3,666666.6667,162000000,DrDoS_DNS
17,8,2,0,694,0,347,0,250000,0,8,0,8,250000,86750000,DrDoS_DNS
17,6,2,0,884,0,442,0,333333.3333,0,6,0,6,333333.3333,147333333.3,DrDoS_DNS
17,63,2,0,602,0,301,0,31746.03175,0,63,0,63,31746.03175,9555555.556,DrDoS_DNS
17,45,2,0,1250,0,625,0,44444.44444,0,45,0,45,44444.44444,27777777.78,DrDoS_DNS
17,2727,4,0,100,0,25,0,1466.813348,0,909,0,909,1466.813348,36670.3337,DrDoS_DNS
17,45,2,0,1658,0,829,0,44444.44444,0,45,0,45,44444.44444,36844444.44,DrDoS_DNS
17,1,2,0,1526,0,763,0,2000000,0,1,0,1,2000000,1526000000,DrDoS_DNS
17,47,2,0,1334,0,667,0,42553.19149,0,47,0,47,42553.19149,28382978.72,DrDoS_DNS
17,3,2,0,1260,0,630,0,666666.6667,0,3,0,3,666666.6667,420000000,DrDoS_DNS
17,46,2,0,1190,0,595,0,43478.26087,0,46,0,46,43478.26087,25869565.22,DrDoS_DNS
17,31,2,0,2896,0,1448,0,64516.12903,0,31,0,31,64516.12903,93419354.84,DrDoS_DNS
17,1,2,0,932,0,466,0,2000000,0,1,0,1,2000000,932000000,DrDoS_DNS
17,2,2,0,488,0,244,0,1000000,0,2,0,2,1000000,244000000,DrDoS_DNS
17,53,2,0,852,0,426,0,37735.84906,0,53,0,53,37735.84906,16075471.7,DrDoS_DNS
17,229,2,0,2652,0,1326,0,8733.624454,0,229,0,229,8733.624454,11580786.03,DrDoS_DNS
17,39062,200,0,88000,0,440,0,5120.065537,0,196.2914573,0,196.2914573,5120.065537,2252828.836,DrDoS_DNS
17,2,2,0,2856,0,1428,0,1000000,0,2,0,2,1000000,1428000000,DrDoS_DNS
17,98,2,0,2714,0,1357,0,20408.16327,0,98,0,98,20408.16327,27693877.55,DrDoS_DNS
17,37254,174,0,76272,0,438.3448276,0,4670.639394,0,215.3410405,0,215.3410405,4670.639394,2047350.62,DrDoS_DNS
17,46,2,0,474,0,237,0,43478.26087,0,46,0,46,43478.26087,10304347.83,DrDoS_DNS
17,29047,174,0,75984,0,436.6896552,0,5990.291596,0,167.9017341,0,167.9017341,5990.291596,2615898.372,DrDoS_DNS
17,50,2,0,940,0,470,0,40000,0,50,0,50,40000,18800000,DrDoS_DNS
17,28210,150,0,65424,0,436.16,0,5317.263382,0,189.3288591,0,189.3288591,5317.263382,2319177.597,DrDoS_DNS
17,91,2,0,70,0,35,0,21978.02198,0,91,0,91,21978.02198,769230.7692,DrDoS_DNS
17,242,2,0,854,0,427,0,8264.46281,0,242,0,242,8264.46281,3528925.62,DrDoS_DNS
17,47,2,0,2266,0,1133,0,42553.19149,0,47,0,47,42553.19149,48212765.96,DrDoS_DNS
17,20999,2,2,92,170,46,85,95.2426306,95.2426306,2,47,6999.666667,190.4852612,12476.78461,DrDoS_DNS
17,24242,150,0,65424,0,436.16,0,6187.608283,0,162.6979866,0,162.6979866,6187.608283,2698787.229,DrDoS_DNS
17,44606,200,0,88000,0,440,0,4483.701744,0,224.1507538,0,224.1507538,4483.701744,1972828.767,DrDoS_DNS
17,20,2,0,2544,0,1272,0,100000,0,20,0,20,100000,127200000,DrDoS_DNS
17,21,2,0,2656,0,1328,0,95238.09524,0,21,0,21,95238.09524,126476190.5,DrDoS_DNS
17,200,2,0,908,0,454,0,10000,0,200,0,200,10000,4540000,DrDoS_DNS
17,3703,8,0,11776,0,1472,0,2160.410478,0,529,0,529,2160.410478,3180124.224,DrDoS_DNS
17,25061,200,0,88000,0,440,0,7980.527513,0,125.9346734,0,125.9346734,7980.527513,3511432.106,DrDoS_DNS
17,79,2,0,2944,0,1472,0,25316.4557,0,79,0,79,25316.4557,37265822.78,DrDoS_DNS
17,29021,200,0,88000,0,440,0,6891.561283,0,145.8341709,0,145.8341709,6891.561283,3032286.965,DrDoS_DNS
17,60229,150,0,65424,0,436.16,0,2490.494612,0,404.2214765,0,404.2214765,2490.494612,1086254.13,DrDoS_DNS
17,7,2,0,1222,0,611,0,285714.2857,0,7,0,7,285714.2857,174571428.6,DrDoS_DNS
17,1,2,0,2074,0,1037,0,2000000,0,1,0,1,2000000,2074000000,DrDoS_DNS
17,30870,178,0,77888,0,437.5730337,0,5766.11597,0,174.4067797,0,174.4067797,5766.11597,2523096.858,DrDoS_DNS
17,90,2,0,854,0,427,0,22222.22222,0,90,0,90,22222.22222,9488888.889,DrDoS_DNS
17,48,2,0,298,0,149,0,41666.66667,0,48,0,48,41666.66667,6208333.333,DrDoS_DNS
17,1,2,0,2108,0,1054,0,2000000,0,1,0,1,2000000,2108000000,DrDoS_DNS
17,27006,158,0,69232,0,438.1772152,0,5850.551729,0,172.0127389,0,172.0127389,5850.551729,2563578.464,DrDoS_DNS
17,46,2,0,1936,0,968,0,43478.26087,0,46,0,46,43478.26087,42086956.52,DrDoS_DNS
17,46,2,0,600,0,300,0,43478.26087,0,46,0,46,43478.26087,13043478.26,DrDoS_DNS
17,1,2,0,900,0,450,0,2000000,0,1,0,1,2000000,900000000,DrDoS_DNS
17,6,2,0,344,0,172,0,333333.3333,0,6,0,6,333333.3333,57333333.33,DrDoS_DNS
17,245,2,0,980,0,490,0,8163.265306,0,245,0,245,8163.265306,4000000,DrDoS_DNS
17,30269,174,0,75984,0,436.6896552,0,5748.455516,0,174.9653179,0,174.9653179,5748.455516,2510291.057,DrDoS_DNS
17,26213,158,0,69232,0,438.1772152,0,6027.543585,0,166.9617834,0,166.9617834,6027.543585,2641132.263,DrDoS_DNS
17,28375,158,0,69232,0,438.1772152,0,5568.281938,0,180.7324841,0,180.7324841,5568.281938,2439894.273,DrDoS_DNS
17,2,2,0,2200,0,1100,0,1000000,0,2,0,2,1000000,1100000000,DrDoS_DNS
17,2,2,0,1292,0,646,0,1000000,0,2,0,2,1000000,646000000,DrDoS_DNS
17,16,2,0,1942,0,971,0,125000,0,16,0,16,125000,121375000,DrDoS_DNS
17,87,2,0,2944,0,1472,0,22988.50575,0,87,0,87,22988.50575,33839080.46,DrDoS_DNS
17,21304,200,0,88000,0,440,0,9387.908374,0,107.0552764,0,107.0552764,9387.908374,4130679.685,DrDoS_DNS
17,1,2,0,2750,0,1375,0,2000000,0,1,0,1,2000000,2750000000,DrDoS_DNS
17,25557,200,0,88000,0,440,0,7825.644637,0,128.4271357,0,128.4271357,7825.644637,3443283.64,DrDoS_DNS
17,1,2,0,2780,0,1390,0,2000000,0,1,0,1,2000000,2780000000,DrDoS_DNS
17,2,2,0,442,0,221,0,1000000,0,2,0,2,1000000,221000000,DrDoS_DNS
17,131756,200,0,88000,0,440,0,1517.957436,0,662.0904523,0,662.0904523,1517.957436,667901.272,DrDoS_DNS
17,41,2,0,870,0,435,0,48780.4878,0,41,0,41,48780.4878,21219512.2,DrDoS_DNS
17,26220,200,0,88000,0,440,0,7627.765065,0,131.758794,0,131.758794,7627.765065,3356216.629,DrDoS_DNS
17,295,2,0,2944,0,1472,0,6779.661017,0,295,0,295,6779.661017,9979661.017,DrDoS_DNS
17,33573,200,0,88000,0,440,0,5957.167962,0,168.7085427,0,168.7085427,5957.167962,2621153.903,DrDoS_DNS
17,44307,200,0,88000,0,440,0,4513.95942,0,222.6482412,0,222.6482412,4513.95942,1986142.145,DrDoS_DNS
17,2868,8,0,11776,0,1472,0,2789.400279,0,409.7142857,0,409.7142857,2789.400279,4105997.211,DrDoS_DNS
17,211569,200,0,88000,0,440,0,945.3180759,0,1063.160804,0,1063.160804,945.3180759,415939.9534,DrDoS_DNS
17,43,2,0,504,0,252,0,46511.62791,0,43,0,43,46511.62791,11720930.23,DrDoS_DNS
17,4,2,0,152,0,76,0,500000,0,4,0,4,500000,38000000,DrDoS_DNS
17,45,2,0,522,0,261,0,44444.44444,0,45,0,45,44444.44444,11600000,DrDoS_DNS
17,60544,200,0,88000,0,440,0,3303.382664,0,304.241206,0,304.241206,3303.382664,1453488.372,DrDoS_DNS
17,6,2,0,1588,0,794,0,333333.3333,0,6,0,6,333333.3333,264666666.7,DrDoS_DNS
17,244,2,0,76,0,38,0,8196.721311,0,244,0,244,8196.721311,311475.4098,DrDoS_DNS
17,188,2,0,2928,0,1464,0,10638.29787,0,188,0,188,10638.29787,15574468.09,DrDoS_DNS
17,250,2,0,898,0,449,0,8000,0,250,0,250,8000,3592000,DrDoS_DNS
17,31249,174,0,76272,0,438.3448276,0,5568.178182,0,180.6300578,0,180.6300578,5568.178182,2440782.105,DrDoS_DNS
17,46,2,0,514,0,257,0,43478.26087,0,46,0,46,43478.26087,11173913.04,DrDoS_DNS
17,25809,150,0,65424,0,436.16,0,5811.926072,0,173.2147651,0,173.2147651,5811.926072,2534929.676,DrDoS_DNS
17,22587,90,0,39600,0,440,0,3984.592907,0,253.7865169,0,253.7865169,3984.592907,1753220.879,DrDoS_DNS
17,224,2,0,1252,0,626,0,8928.571429,0,224,0,224,8928.571429,5589285.714,DrDoS_DNS
17,47,2,0,434,0,217,0,42553.19149,0,47,0,47,42553.19149,9234042.553,DrDoS_DNS
17,9,2,0,1424,0,712,0,222222.2222,0,9,0,9,222222.2222,158222222.2,DrDoS_DNS
17,30649,174,0,75984,0,436.6896552,0,5677.183595,0,177.1618497,0,177.1618497,5677.183595,2479167.346,DrDoS_DNS
17,17889,200,0,88000,0,440,0,11180.05478,0,89.89447236,0,89.89447236,11180.05478,4919224.104,DrDoS_DNS
17,30511,178,0,77888,0,437.5730337,0,5833.961522,0,172.3785311,0,172.3785311,5833.961522,2552784.242,DrDoS_DNS
17,29383,174,0,76272,0,438.3448276,0,5921.791512,0,169.8439306,0,169.8439306,5921.791512,2595786.679,DrDoS_DNS
17,68923,200,0,88000,0,440,0,2901.788953,0,346.3467337,0,346.3467337,2901.788953,1276787.139,DrDoS_DNS
17,4,2,0,1064,0,532,0,500000,0,4,0,4,500000,266000000,DrDoS_DNS
17,2291,4,0,104,0,26,0,1745.962462,0,763.6666667,0,763.6666667,1745.962462,45395.02401,DrDoS_DNS
17,219,2,0,82,0,41,0,9132.420091,0,219,0,219,9132.420091,374429.2237,DrDoS_DNS
17,2,2,0,1470,0,735,0,1000000,0,2,0,2,1000000,735000000,DrDoS_DNS
17,852,8,0,11776,0,1472,0,9389.671362,0,121.7142857,0,121.7142857,9389.671362,13821596.24,DrDoS_DNS
17,17595,200,0,88000,0,440,0,11366.86559,0,88.41708543,0,88.41708543,11366.86559,5001420.858,DrDoS_DNS
17,35204,200,0,88000,0,440,0,5681.172594,0,176.9045226,0,176.9045226,5681.172594,2499715.941,DrDoS_DNS
17,18772,200,0,88000,0,440,0,10654.16578,0,94.33165829,0,94.33165829,10654.16578,4687832.943,DrDoS_DNS
17,295096,200,0,88000,0,440,0,677.7455472,0,1482.894472,0,1482.894472,677.7455472,298208.0408,DrDoS_DNS
17,46,2,0,916,0,458,0,43478.26087,0,46,0,46,43478.26087,19913043.48,DrDoS_DNS
17,17739,200,0,88000,0,440,0,11274.59271,0,89.14070352,0,89.14070352,11274.59271,4960820.79,DrDoS_DNS
17,49,2,0,1168,0,584,0,40816.32653,0,49,0,49,40816.32653,23836734.69,DrDoS_DNS
17,47,2,0,556,0,278,0,42553.19149,0,47,0,47,42553.19149,11829787.23,DrDoS_DNS
17,34449,200,0,87280,0,436.4,0,5805.683764,0,173.1105528,0,173.1105528,5805.683764,2533600.395,DrDoS_DNS
17,47,2,0,464,0,232,0,42553.19149,0,47,0,47,42553.19149,9872340.426,DrDoS_DNS
17,1,2,0,1754,0,877,0,2000000,0,1,0,1,2000000,1754000000,DrDoS_DNS
17,51,2,0,566,0,283,0,39215.68627,0,51,0,51,39215.68627,11098039.22,DrDoS_DNS
17,269476,200,0,87280,0,436.4,0,742.1811219,0,1354.150754,0,1354.150754,742.1811219,323887.8416,DrDoS_DNS
17,49,2,0,1126,0,563,0,40816.32653,0,49,0,49,40816.32653,22979591.84,DrDoS_DNS
17,7,2,0,2496,0,1248,0,285714.2857,0,7,0,7,285714.2857,356571428.6,DrDoS_DNS
17,48,2,0,2774,0,1387,0,41666.66667,0,48,0,48,41666.66667,57791666.67,DrDoS_DNS
17,280,2,0,386,0,193,0,7142.857143,0,280,0,280,7142.857143,1378571.429,DrDoS_DNS
